Source	OrgProfID	Lat	Long	SoilClass	HzDeIn	HzDeFn	TotFe2O3
RADAM_VOL_26	239	-15.7	-55.6833	Solo_Concrecionário_B_câmbico_Distrófico_Tb	0	10	
RADAM_VOL_26	239	-15.7	-55.6833	Solo_Concrecionário_B_câmbico_Distrófico_Tb	25	50	
RADAM_VOL_26	240	-15.8	-55.6333	Podzólico_Vermelho_Amarelo_Distrófico_Tb	70	110	
RADAM_VOL_26	240	-15.8	-55.6333	Podzólico_Vermelho_Amarelo_Distrófico_Tb	0	15	
RADAM_VOL_26	241	-15.85	-56.8667	Solo_Litólico_ÁLICO	0	5	
RADAM_VOL_26	241	-15.85	-56.8667	Solo_Litólico_ÁLICO	5	30	
RADAM_VOL_26	242	-15.85	-56.1333	Podzólico_Vermelho_Amarelo_ÁLICO_Textura_média_Tb	0	15	
RADAM_VOL_26	242	-15.85	-56.1333	Podzólico_Vermelho_Amarelo_ÁLICO_Textura_média_Tb	70	110	
RADAM_VOL_26	243	-15.9333	-56.9333	Podzólico_Vermelho_Amarelo_ÁLICO_Textura_média_Tb	70	120	
RADAM_VOL_26	243	-15.9333	-56.9333	Podzólico_Vermelho_Amarelo_ÁLICO_Textura_média_Tb	0	6	
RADAM_VOL_26	244	-15.95	-55.9667	Laterita_Hidromórfica_Eutrófica_Solódica_Ta	75	95	7.5
RADAM_VOL_26	244	-15.95	-55.9667	Laterita_Hidromórfica_Eutrófica_Solódica_Ta	0	25	7
