Source	OrgProfID	Lat	Long	SoilClass	HzDeIn	HzDeFn	TotFe2O3
RADAM_VOL_1	1	-8.1167	-42.9333	Latossolo_Vermelho_Amarelo_Textura_média	62	105	
RADAM_VOL_1	1	-8.1167	-42.9333	Latossolo_Vermelho_Amarelo_Textura_média	0	22	
RADAM_VOL_1	2	-9.0667	-42.6333	Latossolo_Vermelho_Eutrófico_Textura_média	38	85	
RADAM_VOL_1	2	-9.0667	-42.6333	Latossolo_Vermelho_Eutrófico_Textura_média	0	15	
RADAM_VOL_1	3	-8.35	-42.2333	Podzólico_Vermelho_Equivalente_Eutrófico_Textura_média	54	86	
RADAM_VOL_1	3	-8.35	-42.2333	Podzólico_Vermelho_Equivalente_Eutrófico_Textura_média	0	8	
RADAM_VOL_1	4	-8.7667	-40.8667	Podzólico_Vermelho_Equivalente_Eutrófico	50	73	
RADAM_VOL_1	4	-8.7667	-40.8667	Podzólico_Vermelho_Equivalente_Eutrófico	0	15	
RADAM_VOL_1	5	-8.1333	-41.1333	Solo_Bruno_Não_Cálcico_Vértico	0	18	
RADAM_VOL_1	5	-8.1333	-41.1333	Solo_Bruno_Não_Cálcico_Vértico	58	60	
RADAM_VOL_1	6	-7.7667	-43.1333	Concrecionário_Laterífico	62	155	
RADAM_VOL_1	6	-7.7667	-43.1333	Concrecionário_Laterífico	0	18	
RADAM_VOL_1	7	-8.2667	-42.2	Areias_Quartzosas	0	10	
RADAM_VOL_1	8	-6.1333	-42.1333	Brunizém_Avermelhado	0	16	
RADAM_VOL_1	8	-6.1333	-42.1333	Brunizém_Avermelhado	42	54	
RADAM_VOL_1	9	-7.6	-43.0167	Litólico_eutrófico	0	10	
RADAM_VOL_1	10	-8.25	-42.8833	Podzólico_Vermelho_Amarelo_Raso	42	60	
RADAM_VOL_1	10	-8.25	-42.8833	Podzólico_Vermelho_Amarelo_Raso	0	10	
RADAM_VOL_1	11	-9.65	-42.15	Regossolo_Eutrófico	60	120	
RADAM_VOL_1	11	-9.65	-42.15	Regossolo_Eutrófico	0	6	
RADAM_VOL_2	1	-4.3167	-46.55	Latossolo_Amarelo_Textura_argilosa	80	130	
RADAM_VOL_2	1	-4.3167	-46.55	Latossolo_Amarelo_Textura_argilosa	0	20	
RADAM_VOL_2	2	-4.6333	-47.4833	Latossolo_Amarelo_Textura_muito_argilosa	50	100	
RADAM_VOL_2	2	-4.6333	-47.4833	Latossolo_Amarelo_Textura_muito_argilosa	0	20	
RADAM_VOL_2	3	-6.1333	-41.3833	Latossolo_Vermelho_Amarelo_Textura_média	63	145	
RADAM_VOL_2	3	-6.1333	-41.3833	Latossolo_Vermelho_Amarelo_Textura_média	0	11	
RADAM_VOL_2	4	-5.7833	-44.3333	Latossolo_Vermelho_Amarelo_	60	110	
RADAM_VOL_2	4	-5.7833	-44.3333	Latossolo_Vermelho_Amarelo_	0	20	
RADAM_VOL_2	5	-5.5333	-40.8333	Latossolo_Vermelho_Escuro_Eutrófico_Textura_média	60	148	
RADAM_VOL_2	5	-5.5333	-40.8333	Latossolo_Vermelho_Escuro_Eutrófico_Textura_média	0	10	
RADAM_VOL_2	6	-6.6	-44.0833	Latossolo_Vermelho_Escuro_Eutrófico_Textura_média	60	100	
RADAM_VOL_2	6	-6.6	-44.0833	Latossolo_Vermelho_Escuro_Eutrófico_Textura_média	0	25	
RADAM_VOL_2	7	-4.2833	-44.5833	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico_Textura_baixa	35	50	
RADAM_VOL_2	7	-4.2833	-44.5833	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico_Textura_baixa	0	10	
RADAM_VOL_2	8	-6.2833	-41.2667	Podzólico_Vermelho_Amarelo	64	117	
RADAM_VOL_2	8	-6.2833	-41.2667	Podzólico_Vermelho_Amarelo	0	4	
RADAM_VOL_2	9	-5.1833	-40.5833	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico	62	82	
RADAM_VOL_2	9	-5.1833	-40.5833	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico	0	4	
RADAM_VOL_2	10	-7.9	-40.6667	Bruno_não_cálcico_Vértico	0	18	
RADAM_VOL_2	10	-7.9	-40.6667	Bruno_não_cálcico_Vértico	58	60	
RADAM_VOL_2	11	-7.8333	-43.1667	Concrecionário_Laterítico	62	155	
RADAM_VOL_2	11	-7.8333	-43.1667	Concrecionário_Laterítico	0	18	
RADAM_VOL_2	12	-6.9833	-42.5333	Brunizem_Avermelhado	52	95	
RADAM_VOL_2	12	-6.9833	-42.5333	Brunizem_Avermelhado	0	10	
RADAM_VOL_2	13	-8.2667	-49.3667	Terra_Roxa_Estruturada	0	17	
RADAM_VOL_2	13	-8.2667	-49.3667	Terra_Roxa_Estruturada	35	78	
RADAM_VOL_2	14	-6.9833	-42.0667	Areia_Quartzosa	0	13	
RADAM_VOL_2	14	-6.9833	-42.0667	Areia_Quartzosa	40	90	
RADAM_VOL_2	15	-4.9333	-43.2167	Areia_Quartzosa	50	70	
RADAM_VOL_2	15	-4.9333	-43.2167	Areia_Quartzosa	0	20	
RADAM_VOL_2	16	-7.5667	-43.0333	Litólico_Eutrófico	19	50	
RADAM_VOL_2	16	-7.5667	-43.0333	Litólico_Eutrófico	0	10	
RADAM_VOL_2	17	-7.3833	-42.1333	Latossolo_Vermelho_Amarelo_Textura_média	68	150	
RADAM_VOL_2	17	-7.3833	-42.1333	Latossolo_Vermelho_Amarelo_Textura_média	0	17	
RADAM_VOL_2	18	-7.4	-47.0833	Latossolo_Vermelho_Amarelo_Textura_média	52	110	
RADAM_VOL_2	18	-7.4	-47.0833	Latossolo_Vermelho_Amarelo_Textura_média	0	12	
RADAM_VOL_2	19	-5.7	-43.6667	Latossolo_Vermelho_Amarelo_Textura_média	50	90	
RADAM_VOL_2	19	-5.7	-43.6667	Latossolo_Vermelho_Amarelo_Textura_média	0	15	
RADAM_VOL_2	20	-5.8333	-41.3667	Latossolo_Vermelho_Amarelo_Textura_média	70	94	
RADAM_VOL_2	20	-5.8333	-41.3667	Latossolo_Vermelho_Amarelo_Textura_média	0	10	
RADAM_VOL_2	21	-7.0333	-41.2333	Latossolo_Vermelho_Amarelo_Textura_média	26	92	
RADAM_VOL_2	21	-7.0333	-41.2333	Latossolo_Vermelho_Amarelo_Textura_média	0	8	
RADAM_VOL_2	22	-4.6833	-43.1333	Latossolo_Vermelho_Amarelo_Textura_média	60	90	
RADAM_VOL_2	22	-4.6833	-43.1333	Latossolo_Vermelho_Amarelo_Textura_média	0	20	
RADAM_VOL_2	23	-7.3167	-45.95	Latossolo_Vermelho_Amarelo_Textura_média	80	110	
RADAM_VOL_2	23	-7.3167	-45.95	Latossolo_Vermelho_Amarelo_Textura_média	0	20	
RADAM_VOL_2	24	-6.1333	-40.6	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico	0	20	
RADAM_VOL_2	24	-6.1333	-40.6	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico	50	70	
RADAM_VOL_2	25	-7.35	-47.3833	Podzólico_Vermelho_Amarelo	65	80	
RADAM_VOL_2	25	-7.35	-47.3833	Podzólico_Vermelho_Amarelo	0	8	
RADAM_VOL_2	26	-6.15	-42.15	Brunizem_Avermelhado	0	16	
RADAM_VOL_2	26	-6.15	-42.15	Brunizem_Avermelhado	42	53	
RADAM_VOL_2	27	-6.75	-41.7167	Areia_Quartzosa	20	90	
RADAM_VOL_2	27	-6.75	-41.7167	Areia_Quartzosa	0	5	
RADAM_VOL_2	28	-7.1	-41.25	Areia_Quartzosa	63	171	
RADAM_VOL_2	28	-7.1	-41.25	Areia_Quartzosa	0	8	
RADAM_VOL_2	29	-7.3167	-42.15	Areia_Quartzosa	40	85	
RADAM_VOL_2	29	-7.3167	-42.15	Areia_Quartzosa	0	7	
RADAM_VOL_2	30	-4.8833	-42.2333	Areia_Quartzosa_Hidromórfica	0	60	
RADAM_VOL_2	30	-4.8833	-42.2333	Areia_Quartzosa_Hidromórfica	60	85	
RADAM_VOL_3	1	-2.6667	-47.5	Latossolo_Amarelo_textura_média	67	85	
RADAM_VOL_3	1	-2.6667	-47.5	Latossolo_Amarelo_textura_média	0	7	
RADAM_VOL_3	2	-3.3667	-47.45	Latossolo_Amarelo_textura_argilosa	50	90	
RADAM_VOL_3	2	-3.3667	-47.45	Latossolo_Amarelo_textura_argilosa	0	10	
RADAM_VOL_3	3	-3.7	-47.5	Latossolo_Amarelo_textura_muito_argilosa	50	90	
RADAM_VOL_3	3	-3.7	-47.5	Latossolo_Amarelo_textura_muito_argilosa	0	5	
RADAM_VOL_3	4	-3.6	-42.95	Latossolo_Vermelho	60	110	
RADAM_VOL_3	4	-3.6	-42.95	Latossolo_Vermelho	0	10	
RADAM_VOL_3	5	-3.95	-42.2667	Podzólico_Vermelho_Amarelo	0	15	2.52
RADAM_VOL_3	5	-3.95	-42.2667	Podzólico_Vermelho_Amarelo	40	95	5.04
RADAM_VOL_3	6	-3.1833	-45.6333	Podzólico_Vermelho_Amarelo_Concrecionário	60	90	3.1
RADAM_VOL_3	6	-3.1833	-45.6333	Podzólico_Vermelho_Amarelo_Concrecionário	0	5	3.1
RADAM_VOL_3	7	-1.6667	-46.85	Podzólico_Vermelho_Amarelo_Concrecionário	40	55	
RADAM_VOL_3	7	-1.6667	-46.85	Podzólico_Vermelho_Amarelo_Concrecionário	0	8	
RADAM_VOL_3	8	-3.15	-40.75	Bruno_Não_Cálcico	0	15	
RADAM_VOL_3	8	-3.15	-40.75	Bruno_Não_Cálcico	45	65	
RADAM_VOL_3	9	-3.3167	-40.5	Bruno_Não_Cálcico_Vértico	0	20	5.04
RADAM_VOL_3	9	-3.3167	-40.5	Bruno_Não_Cálcico_Vértico	65	90	6.5
RADAM_VOL_3	10	-3.2	-41.1833	Brunizém_Avermelhado	0	15	18.04
RADAM_VOL_3	10	-3.2	-41.1833	Brunizém_Avermelhado	60	90	13.58
RADAM_VOL_3	11	-3.7	-44.4333	Vertissolo	0	7	13.19
RADAM_VOL_3	11	-3.7	-44.4333	Vertissolo	65	90	3.8
RADAM_VOL_3	12	-3.7167	-40.5833	Planossolo_Soládico	0	8	
RADAM_VOL_3	12	-3.7167	-40.5833	Planossolo_Soládico	30	50	
RADAM_VOL_3	13	-3.2167	-41.8833	Areias_Quartzosas	60	130	
RADAM_VOL_3	13	-3.2167	-41.8833	Areias_Quartzosas	0	7	
RADAM_VOL_3	14	-2.85	-44.3333	Areias_Quartzosas	70	120	
RADAM_VOL_3	14	-2.85	-44.3333	Areias_Quartzosas	0	20	
RADAM_VOL_3	15	-4	-41.8667	Rogossolo_com_Fragipan	65	120	
RADAM_VOL_3	15	-4	-41.8667	Rogossolo_com_Fragipan	0	3	
RADAM_VOL_3	16	-1.3333	-47.1	Laterita_Hidromórfica_de_terrenos_elevados	0	15	1.94
RADAM_VOL_3	16	-1.3333	-47.1	Laterita_Hidromórfica_de_terrenos_elevados	55	90	6.01
RADAM_VOL_3	17	-0.8	-47.6833	Gley_Pouco_Húmico	0	16	1.6
RADAM_VOL_3	17	-0.8	-47.6833	Gley_Pouco_Húmico	57	100	6.39
RADAM_VOL_3	18	-1.35	-47.0833	Areias_Quartzosas	80	140	
RADAM_VOL_3	18	-1.35	-47.0833	Areias_Quartzosas	0	20	
RADAM_VOL_3	19	-1.85	-47.4833	Latossolo_Vermelho_Amarelo_textura_média	70	120	
RADAM_VOL_3	19	-1.85	-47.4833	Latossolo_Vermelho_Amarelo_textura_média	0	20	
RADAM_VOL_3	20	-3.8	-43.3833	Latossolo_Amarelo_textura_média	69	145	
RADAM_VOL_3	20	-3.8	-43.3833	Latossolo_Amarelo_textura_média	0	15	
RADAM_VOL_3	21	-1.0833	-46.8667	Latossolo_Amarelo_textura_média	55	90	
RADAM_VOL_3	21	-1.0833	-46.8667	Latossolo_Amarelo_textura_média	0	20	
RADAM_VOL_4	1	-2.9167	-47.8167	Latossolo_Amarelo_Distrófico_Tetura_Argilosa	50	90	
RADAM_VOL_4	1	-2.9167	-47.8167	Latossolo_Amarelo_Distrófico_Tetura_Argilosa	0	10	
RADAM_VOL_4	2	-2.95	-47.7167	Latossolo_Amarelo_Distrófico_Tetura_Muito_Argilosa	50	90	
RADAM_VOL_4	2	-2.95	-47.7167	Latossolo_Amarelo_Distrófico_Tetura_Muito_Argilosa	0	5	
RADAM_VOL_4	3	-7.75	-49.1167	Latossolo_Vermelho_Amarelo_Distrófico_	0	10	
RADAM_VOL_4	4	-7.2333	-51.7833	Latossolo_Vermelho_Amarelo_Distrófico_	50	100	8.54
RADAM_VOL_4	4	-7.2333	-51.7833	Latossolo_Vermelho_Amarelo_Distrófico_	0	15	8.15
RADAM_VOL_4	5	-7.3	-52.0167	Podzólico_Vermelho_Amarelo	80	100	
RADAM_VOL_4	5	-7.3	-52.0167	Podzólico_Vermelho_Amarelo	0	10	
RADAM_VOL_4	6	-5.6667	-49.8167	Podzólico_Vermelho_Amarelo_Plíntico	71	92	
RADAM_VOL_4	6	-5.6667	-49.8167	Podzólico_Vermelho_Amarelo_Plíntico	0	12	
RADAM_VOL_4	7	-6.4	-48.5	Podzólico_Vermelho_Amarelo_Cascalhento	0	12	
RADAM_VOL_4	7	-6.4	-48.5	Podzólico_Vermelho_Amarelo_Cascalhento	64	118	
RADAM_VOL_4	8	-5.6167	-49.5333	Podzólico_Vermelho_Amarelo_Cascalhento	71	110	
RADAM_VOL_4	8	-5.6167	-49.5333	Podzólico_Vermelho_Amarelo_Cascalhento	0	8	
RADAM_VOL_4	9	-8.25	-49.2667	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico	70	90	
RADAM_VOL_4	9	-8.25	-49.2667	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico	0	15	
RADAM_VOL_4	10	-5.35	-49.1	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico	45	80	
RADAM_VOL_4	10	-5.35	-49.1	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico	0	15	
RADAM_VOL_4	11	-4.3667	-49.5333	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico_Tetura_Média	80	110	
RADAM_VOL_4	11	-4.3667	-49.5333	Podzólico_Vermelho_Amarelo_Equivalente_Eutrófico_Tetura_Média	0	20	
RADAM_VOL_4	12	-5.3	-48.7833	Podzólico_Vermelho_Amarelo_Tetura_Média	59	89	
RADAM_VOL_4	12	-5.3	-48.7833	Podzólico_Vermelho_Amarelo_Tetura_Média	0	16	
RADAM_VOL_4	13	-4.65	-49.1	Podzólico_Vermelho_Amarelo_Concrecionário_Plíntico	0	20	
RADAM_VOL_4	13	-4.65	-49.1	Podzólico_Vermelho_Amarelo_Concrecionário_Plíntico	60	90	
RADAM_VOL_4	14	-8.05	-50.0333	Terra_Roa_Estruturada_Eutrófica	0	17	
RADAM_VOL_4	14	-8.05	-50.0333	Terra_Roa_Estruturada_Eutrófica	35	78	
RADAM_VOL_4	15	-7.0333	-51.6833	Terra_Roa_Estruturada_Eutrófica	50	100	26.97
RADAM_VOL_4	15	-7.0333	-51.6833	Terra_Roa_Estruturada_Eutrófica	0	15	20.18
RADAM_VOL_4	16	-7.9833	-51.8	Terra_Roa_Estruturada_Similar_Distrófica	0	10	9.12
RADAM_VOL_4	16	-7.9833	-51.8	Terra_Roa_Estruturada_Similar_Distrófica	80	160	9.89
RADAM_VOL_4	17	-5.65	-48.0833	Brunizém_Avermelhado	50	90	20.86
RADAM_VOL_4	17	-5.65	-48.0833	Brunizém_Avermelhado	0	3	29.55
RADAM_VOL_4	18	-5.4833	-48.7167	Areias_Quartzosas_Distróficas	75	145	
RADAM_VOL_4	18	-5.4833	-48.7167	Areias_Quartzosas_Distróficas	0	17	
RADAM_VOL_4	19	-5.3833	-48.9167	Cambissolo_Distrófico	70	83	
RADAM_VOL_4	19	-5.3833	-48.9167	Cambissolo_Distrófico	0	13	
RADAM_VOL_4	20	-5.4333	-49.0833	Cambissolo_Distrófico	57	130	
RADAM_VOL_4	20	-5.4333	-49.0833	Cambissolo_Distrófico	0	12	
RADAM_VOL_4	21	-6.5667	-52.0667	Gley_Pouco_Húmico_Distrófico	0	30	
RADAM_VOL_4	21	-6.5667	-52.0667	Gley_Pouco_Húmico_Distrófico	50	90	
RADAM_VOL_4	22	-7.2833	-48.5333	Solo_Litólico_Distrófico	16	36	
RADAM_VOL_4	22	-7.2833	-48.5333	Solo_Litólico_Distrófico	0	16	
RADAM_VOL_5	1	-4.65	-47.5667	Latossolo_Amarelo_Distrófico_Textura_muito_argilosa	50	100	
RADAM_VOL_5	1	-4.65	-47.5667	Latossolo_Amarelo_Distrófico_Textura_muito_argilosa	0	20	
RADAM_VOL_5	2	-2.2167	-48.0333	Latossolo_Amarelo_Distrófico_Textura_argilosa	55	85	
RADAM_VOL_5	2	-2.2167	-48.0333	Latossolo_Amarelo_Distrófico_Textura_argilosa	0	10	
RADAM_VOL_5	3	-1.75	-52.2167	Latossolo_Amarelo_Distrófico_Textura_média	50	80	
RADAM_VOL_5	3	-1.75	-52.2167	Latossolo_Amarelo_Distrófico_Textura_média	0	20	
RADAM_VOL_5	4	-1.8167	-48.7167	Latossolo_Amarelo_Distrófico_Textura_média	47	84	
RADAM_VOL_5	4	-1.8167	-48.7167	Latossolo_Amarelo_Distrófico_Textura_média	0	15	
RADAM_VOL_5	5	-0.5833	-53.4667	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	60	90	
RADAM_VOL_5	5	-0.5833	-53.4667	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	0	10	
RADAM_VOL_5	6	-0.0667	-52.9333	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	40	120	
RADAM_VOL_5	6	-0.0667	-52.9333	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	0	15	
RADAM_VOL_5	7	-3.4333	-52.8333	Latossolo_Roo_Eutrófico_Textura_muito_argilosa	81	122	
RADAM_VOL_5	7	-3.4333	-52.8333	Latossolo_Roo_Eutrófico_Textura_muito_argilosa	0	20	
RADAM_VOL_5	8	-3.1333	-52.1667	Terra_Roa_Estruturada_Eutrófica_Textura_argilosa	60	100	22.01
RADAM_VOL_5	8	-3.1333	-52.1667	Terra_Roxa_Estruturada_Eutrófica_Textura_argilosa	0	8	16.53
RADAM_VOL_5	9	-0.85	-52.5167	Terra_Roa_Estruturada_Eutrófica_Textura_argilosa	50	150	
RADAM_VOL_5	9	-0.85	-52.5167	Terra_Roa_Estruturada_Eutrófica_Textura_argilosa	0	10	
RADAM_VOL_5	10	-0.1167	-51.3	Latossolo_Vermelho_Amarelo_Textura_argilosa	30	90	
RADAM_VOL_5	10	-0.1167	-51.3	Latossolo_Vermelho_Amarelo_Textura_argilosa	0	15	
RADAM_VOL_5	11	-0.1167	-51.3	Podzólico_Vermelho_Amarelo_Plíntico_Textura_argilosa	80	100	
RADAM_VOL_5	11	-0.1167	-51.3	Podzólico_Vermelho_Amarelo_Plíntico_Textura_argilosa	0	30	
RADAM_VOL_5	12	-1.0167	-48.95	Laterita_Hidromórfica_Distrófica_Textura_média	66	102	1.18
RADAM_VOL_5	12	-1.0167	-48.95	Laterita_Hidromórfica_Distrófica_Textura_média	0	35	1.19
RADAM_VOL_5	13	-1.0167	-48.9667	Laterita_Hidromórfica_Distrófica_Textura_média_Fase_Húmica	59	90	0.98
RADAM_VOL_5	13	-1.0167	-48.9667	Laterita_Hidromórfica_Distrófica_Textura_média_Fase_Húmica	0	34	0.99
RADAM_VOL_5	14	-0.75	-48.5167	Laterita_Hidromórfica_Distrófica_Textura_média_Fase_Arenosa	0	31	0.4
RADAM_VOL_5	14	-0.75	-48.5167	Laterita_Hidromórfica_Distrófica_Textura_média_Fase_Arenosa	57	90	0.58
RADAM_VOL_5	15	-0.75	-48.5167	Laterita_Hidromórfica_Distrófica_Textura_média_Fase_baixa	70	94	4
RADAM_VOL_5	15	-0.75	-48.5167	Laterita_Hidromórfica_Distrófica_Textura_média_Fase_baixa	0	20	7.77
RADAM_VOL_5	16	-0.0167	-48.95	PErfeitamente_Drenada	0	22	0.79
RADAM_VOL_5	16	-0.0167	-48.95	PErfeitamente_Drenada	66	86	7.89
RADAM_VOL_5	17	-1.7667	-53.4667	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	0	10	
RADAM_VOL_5	17	-1.7667	-53.4667	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	10	60	
RADAM_VOL_5	19	-1.1	-51.3667	Gley_Pouco_Húmico_Distrófico_Textura_argilosa_fase_alcalino	0	30	
RADAM_VOL_5	19	-1.1	-51.3667	Gley_Pouco_Húmico_Distrófico_Textura_argilosa_fase_alcalino	80	140	
RADAM_VOL_5	20	-1.5167	-52.5	Gley_Pouco_Húmico_Eutrófico_Textura_muito_argilosa_fase_substrato_carbonático	0	30	
RADAM_VOL_5	20	-1.5167	-52.5	Gley_Pouco_Húmico_Eutrófico_Textura_muito_argilosa_fase_substrato_carbonático	60	80	
RADAM_VOL_5	21	-0.15	-49.9833	Podzólico_Hidromórfico	77	104	0.81
RADAM_VOL_5	21	-0.15	-49.9833	Podzólico_Hidromórfico	0	9	6
RADAM_VOL_5	22	-0.7167	-48.5167	Gley_Salino_Eutrófico_Textura_argilosa	0	18	5.74
RADAM_VOL_5	22	-0.7167	-48.5167	Gley_Salino_Eutrófico_Textura_argilosa	80	106	8.28
RADAM_VOL_5	24	-1.5167	-52.5833	Latossolo_Amarelo_Distrófico_Textura_média	0	15	
RADAM_VOL_5	25	-2.5667	-51.95	Latossolo_Amarelo_Distrófico_Textura_média	79	140	
RADAM_VOL_5	25	-2.5667	-51.95	Latossolo_Amarelo_Distrófico_Textura_média	0	15	
RADAM_VOL_5	26	-1.15	-48.9667	Latossolo_Amarelo_Distrófico_Textura_argilosa	70	110	
RADAM_VOL_5	26	-1.15	-48.9667	Latossolo_Amarelo_Distrófico_Textura_argilosa	0	10	
RADAM_VOL_5	27	-1.9333	-48.9	Latossolo_Amarelo_Distrófico_Textura_média	60	95	
RADAM_VOL_5	27	-1.9333	-48.9	Latossolo_Amarelo_Distrófico_Textura_média	0	15	
RADAM_VOL_5	28	-1.9833	-48.0333	Latossolo_Amarelo_Distrófico_Textura_média	66	110	
RADAM_VOL_5	28	-1.9833	-48.0333	Latossolo_Amarelo_Distrófico_Textura_média	0	15	
RADAM_VOL_5	29	-1.7333	-53.3667	Latossolo_Amarelo_Distrófico_Textura_média	50	120	
RADAM_VOL_5	29	-1.7333	-53.3667	Latossolo_Amarelo_Distrófico_Textura_média	0	10	
RADAM_VOL_5	30	-3.2	-52.2167	Latossolo_Amarelo_Distrófico_Textura_média	80	100	
RADAM_VOL_5	30	-3.2	-52.2167	Latossolo_Amarelo_Distrófico_Textura_média	0	15	
RADAM_VOL_6	1	0.3667	-53.1667	Latossolo_Vermelho_Amarelo_Distrófico_Textura_muito_argilosa	75	110	
RADAM_VOL_6	2	0.8	-53	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	70	100	
RADAM_VOL_6	2	0.8	-53	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	0	15	
RADAM_VOL_6	3	0.55	-52.65	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	70	100	
RADAM_VOL_6	3	0.55	-52.65	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	0	10	
RADAM_VOL_6	4	0.5833	-52.65	Latossolo_Amarelo_Distrófico_Textura_muito_argilosa	80	120	
RADAM_VOL_6	4	0.5833	-52.65	Latossolo_Amarelo_Distrófico_Textura_muito_argilosa	0	15	
RADAM_VOL_6	5	1.4667	-53.55	Podzólico_Vermelho_Amarelo_Textura_argilosa	80	120	
RADAM_VOL_6	5	1.4667	-53.55	Podzólico_Vermelho_Textura_argilosa	0	15	
RADAM_VOL_6	6	1.8	-53.45	Podzólico_Equivalente_Eutrófico_Textura_muito_argilosa	40	80	
RADAM_VOL_6	6	1.8	-53.45	Podzólico_Equivalente_Eutrófico_Textura_muito_argilosa	0	20	
RADAM_VOL_6	7	1.3333	-52.9	Latossolo_Vermelho_Distrófico_Textura_muito_argilosa	80	120	
RADAM_VOL_6	7	1.3333	-52.9	Latossolo_Vermelho_Distrófico_Textura_muito_argilosa	0	10	
RADAM_VOL_6	8	0.95	-51.9833	Latossolo_Vermelho_Distrófico_Textura_argilosa	80	150	
RADAM_VOL_6	8	0.95	-51.9833	Latossolo_Vermelho_Distrófico_Textura_argilosa	0	10	
RADAM_VOL_6	9	0.3667	-51.0833	Latossolo_Amarelo_Distrófico_Textura_argilosa	80	120	
RADAM_VOL_6	9	0.3667	-51.0833	Latossolo_Amarelo_Distrófico_Textura_argilosa	0	10	
RADAM_VOL_6	10	1.1833	-51.85	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	80	120	
RADAM_VOL_6	10	1.1833	-51.85	Latossolo_Vermelho_Amarelo_Distrófico_Textura_argilosa	0	10	
RADAM_VOL_6	11	2.6667	-51.7333	Podzólico_Vermelho_Amarelo_Textura_argilosa	70	110	
RADAM_VOL_6	11	2.6667	-51.7333	Podzólico_Vermelho_Amarelo_Textura_argilosa	0	10	
RADAM_VOL_6	12	3.1833	-51.25	Laterita_Hidromórfica_Distrófica_Textura_argilosa	0	20	3.19
RADAM_VOL_6	12	3.1833	-51.25	Laterita_Hidromórfica_Distrófica_Textura_argilosa	80	100	10.37
RADAM_VOL_6	13	3.2	-51.2333	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	0	20	7.18
RADAM_VOL_6	13	3.2	-51.2333	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	75	115	6.58
RADAM_VOL_6	14	3.2167	-51.2167	Laterita_Hidromórfica_Textura_média	55	85	1.86
RADAM_VOL_6	14	3.2167	-51.2167	Laterita_Hidromórfica_Textura_média	0	20	3.59
RADAM_VOL_6	15	3.3333	-51.1667	Gley_Pouco_Húmico_Eutrófico_Textura_média	0	25	4.39
RADAM_VOL_6	15	3.3333	-51.1667	Gley_Pouco_Húmico_Eutrófico_Textura_média	55	100	6.78
RADAM_VOL_6	16	3.5167	-51.2	Gley_Pouco_Húmico_Eutrófico_Textura_média	0	15	
RADAM_VOL_6	16	3.5167	-51.2	Gley_Pouco_Húmico_Eutrófico_Textura_média	45	95	5.58
RADAM_VOL_6	17	3.6167	-51.1667	Gley_Pouco_Húmico_Eutrófico_Textura_média	0	18	4.19
RADAM_VOL_6	17	3.6167	-51.1667	Gley_Pouco_Húmico_Eutrófico_Textura_média	80	105	6.38
RADAM_VOL_6	18	3.6833	-51.2167	Gley_Húmico_Eutrófico_Textura_média	0	25	5.58
RADAM_VOL_6	18	3.6833	-51.2167	Gley_Húmico_Eutrófico_Textura_média	60	110	13.39
RADAM_VOL_6	19	2.6667	-50.8667	Gley_Salino_Eutrófico_Textura_argilosa	50	100	4.39
RADAM_VOL_6	19	2.6667	-50.8667	Gley_Salino_Eutrófico_Textura_argilosa	0	20	3.59
RADAM_VOL_6	20	2.5	-50.8	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	45	95	8.37
RADAM_VOL_6	20	2.5	-50.8	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	0	18	6.18
RADAM_VOL_6	21	2.5333	-50.9167	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	80	120	1.53
RADAM_VOL_6	21	2.5333	-50.9167	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	0	30	3.77
RADAM_VOL_6	22	2.4833	-50.8833	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	0	20	2.97
RADAM_VOL_6	22	2.4833	-50.8833	Gley_Pouco_Húmico_Eutrófico_Textura_argilosa	60	100	8.93
